SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location,Community
Vacant/Abandoned Building,15-04961902,09/21/2015,Rear,,Open,,Vacant,false,false,9109,S,DOBSON,AVE,60619,1184807.88357669,1844795.44701453,41.72927607935799,-87.59858862488618,"(41.72927607935799, -87.59858862488618)",47
Vacant/Abandoned Building,15-04953937,09/21/2015,Front,,Open,,Vacant,false,false,10800,S,CALHOUN,AVE,60617,1194902.85131762,1833902.61869493,41.699142697808384,-87.56196630187802,"(41.699142697808384, -87.56196630187802)",51
Vacant/Abandoned Building,15-04944352,09/21/2015,Rear,,Boarded,NONE,Vacant,false,false,7739,S,DAMEN,AVE,60620,1164370.40057311,1853332.57096702,41.75315756700251,-87.67321648287248,"(41.75315756700251, -87.67321648287248)",71
Vacant/Abandoned Building,15-04948400,09/21/2015,Rear,,Open,REAR,Vacant,false,true,7042,S,MARSHFIELD,AVE,60636,1166559.8900095,1858008.76999476,41.76594331692492,-87.66505970098989,"(41.76594331692492, -87.66505970098989)",67
Vacant/Abandoned Building,15-04949752,09/21/2015,Front,,Open,FRONT,Vacant,false,true,12437,S,EMERALD,AVE,60628,1173579.53876658,1822390.4790327,41.66804910601877,-87.64038107942459,"(41.66804910601877, -87.64038107942459)",53
Vacant/Abandoned Building,15-04960671,09/21/2015,Front,,Open,ATTIC WINDOWS,Vacant,false,false,8410,S,MANISTEE,AVE,60617,1195956.06470628,1849739.18277604,41.74257370998158,-87.55758748884203,"(41.74257370998158, -87.55758748884203)",46
Vacant/Abandoned Building,15-04961839,09/21/2015,Front,,Open,FRONT AND THE BACK,Vacant,false,false,7832,S,MARQUETTE,AVE,60649,1195680.90709959,1853558.65620864,41.753061444539206,-87.55846962293809,"(41.753061444539206, -87.55846962293809)",43
Vacant/Abandoned Building,15-04947841,09/21/2015,,,,,,,,5404,N,LOVEJOY,AVE,60630,1137497.95136573,1935607.72096959,41.97945566699342,-87.7697158369594,"(41.97945566699342, -87.7697158369594)",11
Vacant/Abandoned Building,15-04968303,09/22/2015,Front,,Open,,Vacant,false,true,2270,W,37TH,ST,60609,1161604.35708744,1880107.44060948,41.82668913202744,-87.68261036880637,"(41.82668913202744, -87.68261036880637)",59
Vacant/Abandoned Building,15-04971953,09/22/2015,Front,,Open,,Vacant,false,false,7834,S,MARQUETTE,AVE,60649,1195681.30709959,1853545.35620864,41.75302493845244,-87.55846859608317,"(41.75302493845244, -87.55846859608317)",43
Vacant/Abandoned Building,15-04983328,09/22/2015,Front,,Open,SIDE AND BACK HEADIING INTO THE BASEMENT,Vacant,false,true,6415,S,HERMITAGE,AVE,,1165770.77763097,1862151.86887613,41.77732931619796,-87.66783456871411,"(41.77732931619796, -87.66783456871411)",67
Vacant/Abandoned Building,15-04966872,09/22/2015,Rear,,Open,NONE,Vacant,false,false,8937,S,PHILLIPS,AVE,60617,1194056.02909169,1846188.64692908,41.73287752336365,-87.56466529724678,"(41.73287752336365, -87.56466529724678)",48
Vacant/Abandoned Building,15-04973925,09/22/2015,Rear,,Open,,Vacant,true,false,9338,S,CRANDON,AVE,60617,1193137.03990163,1843495.19207123,41.72550890550782,-87.56811963558022,"(41.72550890550782, -87.56811963558022)",48
Vacant/Abandoned Building,15-04975630,09/22/2015,Front,,Open,,Vacant,false,false,1665,S,MILLARD,AVE,60623,1152316.04402582,1891335.17696924,41.857687439461834,-87.7163918503236,"(41.857687439461834, -87.7163918503236)",29
Vacant/Abandoned Building,15-04977158,09/22/2015,Front,,Open,BACK WINDOW AND FRONT DOOR,Vacant,false,true,2222,S,TRUMBULL,AVE,60623,1153807.91151231,1889000.59800404,41.8512515378675,-87.7109778825457,"(41.8512515378675, -87.7109778825457)",30
Vacant/Abandoned Building,15-04968936,09/22/2015,Front,,Open,FRONT,Vacant,false,true,5935,S,LAFAYETTE,AVE,60621,1176827.50022475,1865725.5951122,41.78689403974571,-87.62719326099852,"(41.78689403974571, -87.62719326099852)",40
Vacant/Abandoned Building,15-04988905,09/22/2015,Front,,Open,VARIOUS,Vacant,false,false,7600,S,OGLESBY,AVE,60649,1193188.18980431,1855029.19881629,41.75715797401253,-87.56755631342179,"(41.75715797401253, -87.56755631342179)",43
Vacant/Abandoned Building,15-04972260,09/22/2015,Front,,Open,,Vacant,false,true,8644,S,BURNHAM,AVE,60617,1196319.55321727,1848195.77461347,41.738329475213526,-87.55630675115988,"(41.738329475213526, -87.55630675115988)",46
Vacant/Abandoned Building,15-04975135,09/22/2015,Front,,Boarded,GARBAGE IN THE PROPERTY,Vacant,false,false,3426,W,CARROLL,AVE,60624,1153477.7322757,1902189.74912862,41.88745057037376,-87.71183925177105,"(41.88745057037376, -87.71183925177105)",27
Vacant/Abandoned Building,15-04979465,09/22/2015,Front,,Open,,Vacant,false,true,8431,S,MACKINAW,AVE,60617,1199935.6287805,1849703.47648756,41.742376360289086,-87.54300786144923,"(41.742376360289086, -87.54300786144923)",46
Vacant/Abandoned Building,15-04975816,09/22/2015,Front,,Open,,Vacant,false,false,2525,E,106TH,ST,60617,1194812.44152034,1835224.61468933,41.702772612102386,-87.56225399690243,"(41.702772612102386, -87.56225399690243)",51
Vacant/Abandoned Building,15-04978732,09/22/2015,Rear,,Open,,Vacant,false,true,13135,S,BUFFALO,AVE,60633,1200084.02927878,1818474.23931144,41.65667675774092,-87.54351345401501,"(41.65667675774092, -87.54351345401501)",55
Vacant/Abandoned Building,15-04968099,09/22/2015,Front,,Open,FRONT AND WINDOWS,Vacant,false,true,7747,S,MAY,ST,60620,1169995.427584,1853425.93479285,41.75329348772276,-87.65260019524125,"(41.75329348772276, -87.65260019524125)",71
Vacant/Abandoned Building,15-04979143,09/22/2015,Front,,Boarded,NONE,Vacant,false,true,1339,W,110TH,PL,60643,1169368.99367371,1831488.59607543,41.693107752271686,-87.65552881262457,"(41.693107752271686, -87.65552881262457)",75
Vacant/Abandoned Building,15-04979445,09/22/2015,Front,,Boarded,,Vacant,false,false,1345,W,110TH,PL,60643,1169328.69367371,1831487.59607543,41.69310587823692,-87.65567638804983,"(41.69310587823692, -87.65567638804983)",75
Vacant/Abandoned Building,15-04988511,09/22/2015,Front,,Open,FRONT,Vacant,false,false,10016,S,MALTA,ST,60643,1168394.73857381,1838075.93369277,41.71120544741924,-87.65890689604844,"(41.71120544741924, -87.65890689604844)",72
Vacant/Abandoned Building,15-04982845,09/22/2015,Front,,Open,FRONT AND REAR,Occupied,false,true,2426,W,POLK,ST,60612,1160339.79360426,1896301.75007655,41.87115422075359,-87.68680252412945,"(41.87115422075359, -87.68680252412945)",28
Vacant/Abandoned Building,15-04977410,09/22/2015,,,,,,,,3707,N,ALBANY,AVE,60618,1155060.4857238,1924484.14542621,41.94859663391228,-87.70542743670144,"(41.94859663391228, -87.70542743670144)",16
Vacant/Abandoned Building,15-04992498,09/23/2015,Front,,Open,,Vacant,false,false,7809,S,SPAULDING,AVE,60652,1155737.29763323,1852638.720911,41.75143094212441,-87.70487232769783,"(41.75143094212441, -87.70487232769783)",70
Vacant/Abandoned Building,15-04992587,09/23/2015,Front,,Open,,Vacant,false,false,400,N,LAWLER,AVE,60644,1142630.82988201,1902262.23270912,41.88785814148547,-87.751670982802,"(41.88785814148547, -87.751670982802)",25
Vacant/Abandoned Building,15-04992594,09/23/2015,Front,,Open,,Vacant,false,false,4629,N,BROADWAY,,60640,1167924.69422737,1930978.91429375,41.96615017904135,-87.65795302129159,"(41.96615017904135, -87.65795302129159)",3
Vacant/Abandoned Building,15-04997460,09/23/2015,Front,,Open,,Vacant,false,false,4042,S,WABASH,AVE,60653,1177384.92378803,1878227.74490167,41.821188509677775,-87.62477156489649,"(41.821188509677775, -87.62477156489649)",38
Vacant/Abandoned Building,15-04996335,09/23/2015,Front,,Open,FRONT,Vacant,true,false,10214,S,EBERHART,AVE,60628,1181380.77759824,1837347.11028686,41.70891650594745,-87.61137168267777,"(41.70891650594745, -87.61137168267777)",49
Vacant/Abandoned Building,15-05005274,09/23/2015,Rear,,Open,VARIOUS,Vacant,false,false,6336,S,ELIZABETH,ST,60636,1169072.02267556,1862761.46681711,41.77893138412056,-87.65571461041255,"(41.77893138412056, -87.65571461041255)",67
Vacant/Abandoned Building,15-05009543,09/23/2015,Front,,Open,YES,Occupied,false,true,6523,S,JUSTINE,ST,60636,1167127.91787888,1861469.3018298,41.775427337043595,-87.66287880235653,"(41.775427337043595, -87.66287880235653)",67
Vacant/Abandoned Building,15-04999153,09/23/2015,Front,,Boarded,,Vacant,false,false,10433,S,NORMAL,AVE,60628,1174803.98819029,1835713.99249218,41.70458378514279,-87.63550489294474,"(41.70458378514279, -87.63550489294474)",49
Vacant/Abandoned Building,15-04996552,09/23/2015,Rear,,Boarded,UNK,Vacant,false,true,1607,S,CENTRAL PARK,AVE,60623,1152636.89169011,1891759.19001582,41.858844648229834,-87.71520293501298,"(41.858844648229834, -87.71520293501298)",29
Vacant/Abandoned Building,15-04994558,09/23/2015,,,,,,,,5840,S,PRAIRIE,AVE,60637,1179038.11890463,1866350.91927314,41.7885598824255,-87.61906895651485,"(41.7885598824255, -87.61906895651485)",40
Vacant/Abandoned Building,15-05001273,09/23/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,5220,S,LAFLIN,ST,60609,1167221.2023851,1870119.06812813,41.799161353068506,-87.66228934852552,"(41.799161353068506, -87.66228934852552)",61
Vacant/Abandoned Building,15-04998718,09/23/2015,Rear,,Open,BACK,Vacant,false,false,4838,S,ADA,ST,60609,1168145.61941434,1872678.40322941,41.80616460323366,-87.65882563593652,"(41.80616460323366, -87.65882563593652)",61
Vacant/Abandoned Building,15-05002782,09/23/2015,Front,,Open,REAR,Vacant,false,true,1621,E,86TH,ST,60617,1188561.37380621,1848278.28352366,41.73874459098216,-87.58472784559625,"(41.73874459098216, -87.58472784559625)",45
Vacant/Abandoned Building,15-04999535,09/23/2015,Front,,Open,ALL ENTRIES OPEN,Vacant,true,true,9118,S,BRANDON,AVE,60617,1198909.09366586,1845108.08309542,41.72979206195704,-87.54692284891475,"(41.72979206195704, -87.54692284891475)",46
Vacant/Abandoned Building,15-05001732,09/23/2015,Garage,,Open,,Vacant,false,true,7701,S,BISHOP,ST,60620,1167895.11123404,1853674.82291884,41.75402181559439,-87.66028993507553,"(41.75402181559439, -87.66028993507553)",71
Vacant/Abandoned Building,15-04992626,09/23/2015,Front,,Open,REAR AND SIDE DOOR,Vacant,false,true,2605,E,76TH,ST,60649,1194894.33998864,1855073.11141599,41.75723662819402,-87.56130222213685,"(41.75723662819402, -87.56130222213685)",43
Vacant/Abandoned Building,15-04994519,09/23/2015,,,,,,,,4143,W,78TH,ST,60652,1150327.58989612,1852630.01492696,41.75151377548554,-87.7246967768082,"(41.75151377548554, -87.7246967768082)",70
Vacant/Abandoned Building,15-04992480,09/23/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,8537,S,ABERDEEN,ST,60620,1170475.64930811,1848195.48991851,41.738930000609095,-87.65099236009507,"(41.738930000609095, -87.65099236009507)",71
Vacant/Abandoned Building,15-05001013,09/23/2015,,,,,,,,64,W,MARQUETTE,RD,60621,1176903.69840052,1860551.36339037,41.77269368719079,-87.62706969651887,"(41.77269368719079, -87.62706969651887)",69
Vacant/Abandoned Building,15-05001688,09/23/2015,Front,,Open,DOORS AND WINDOWS,Vacant,false,false,11701,S,PEORIA,ST,60643,1172423.96528442,1827245.22992196,41.68139676661589,-87.64446818050702,"(41.68139676661589, -87.64446818050702)",53
Vacant/Abandoned Building,15-05001693,09/23/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,11704,S,PEORIA,ST,60643,1172424.66528442,1827225.12992196,41.68134159359427,-87.64446620641834,"(41.68134159359427, -87.64446620641834)",53
Vacant/Abandoned Building,15-05000117,09/23/2015,Front,,Open,BACK DOOR - FOR MAIN HOUSE,Vacant,true,false,1143,W,110TH,PL,60643,1170640.31900488,1831519.84312326,41.693165952412265,-87.65087332500235,"(41.693165952412265, -87.65087332500235)",75
Vacant/Abandoned Building,15-04992750,09/23/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,8519,S,ABERDEEN,ST,60620,1170472.24930811,1848316.08991851,41.73926101767822,-87.65100131372621,"(41.73926101767822, -87.65100131372621)",71
Vacant/Abandoned Building,15-05003308,09/23/2015,Rear,,Open,REAR DOOR IS OPEN,Vacant,false,true,7801,S,CHAPPEL,AVE,60649,1191223.08970667,1853650.25449596,41.75342180879411,-87.57480252527289,"(41.75342180879411, -87.57480252527289)",43
Vacant/Abandoned Building,15-04995431,09/23/2015,,,,,,,,3546,W,62ND,PL,60629,1153847.6711329,1862949.42567695,41.779762821542384,-87.71152382974702,"(41.779762821542384, -87.71152382974702)",66
Vacant/Abandoned Building,15-05023277,09/24/2015,Front,,Open,,Vacant,false,false,505,E,PERSHING,RD,60653,1180237.48010829,1879228.66611605,41.823870085840014,-87.61427633745639,"(41.823870085840014, -87.61427633745639)",35
Vacant/Abandoned Building,15-05023118,09/24/2015,Front,,Open,FRONT/REAR,Vacant,false,false,6333,S,HAMILTON,AVE,60636,1163117.82997421,1862619.23182259,41.778667750103686,-87.67754722731708,"(41.778667750103686, -87.67754722731708)",67
Vacant/Abandoned Building,15-05023172,09/24/2015,Front,,Open,FRONT/REAR,Vacant,false,false,6341,S,HAMILTON,AVE,60636,1163119.32997421,1862566.53182259,41.77852310283185,-87.67754320156766,"(41.77852310283185, -87.67754320156766)",67
Vacant/Abandoned Building,15-05033148,09/24/2015,Front,,Open,,Vacant,false,false,5606,S,RACINE,AVE,60636,1169276.20229372,1867611.28359676,41.79223543787671,-87.65482576394582,"(41.79223543787671, -87.65482576394582)",68
Vacant/Abandoned Building,15-05022068,09/24/2015,Front,,Boarded,NONE,Vacant,false,false,1957,E,93RD,ST,60617,1190927.06778372,1843693.09681084,41.726105599699444,-87.57620834256187,"(41.726105599699444, -87.57620834256187)",48
Vacant/Abandoned Building,15-05026326,09/24/2015,Front,,Open,,Vacant,true,true,2042,W,68TH,PL,60636,1163926.06597242,1859227.09990573,41.76934233021421,-87.67467940881896,"(41.76934233021421, -87.67467940881896)",67
Vacant/Abandoned Building,15-05027645,09/24/2015,Front,,Open,,Vacant,true,true,2046,W,68TH,PL,60636,1163899.16597242,1859226.39990573,41.76934097456837,-87.67477803181771,"(41.76934097456837, -87.67477803181771)",67
Vacant/Abandoned Building,15-05020250,09/24/2015,Front,,Open,,Vacant,true,false,5238,S,HERMITAGE,AVE,60609,1165567.16053277,1869961.1363247,41.79876324248903,-87.6683596055418,"(41.79876324248903, -87.6683596055418)",61
Vacant/Abandoned Building,15-05014960,09/24/2015,,,,,,,,8027,S,SAGINAW,AVE,60617,1195238.50089515,1852256.46677799,41.74949905857196,-87.56013371940408,"(41.74949905857196, -87.56013371940408)",46
Vacant/Abandoned Building,15-05021797,09/24/2015,Rear,,Open,BACK DOORS & WINDOWS AND ATTIC WINDOW  -REAR GATES ARE OPEN,Vacant,false,false,8210,S,KINGSTON,AVE,60617,1194602.90161214,1851027.98177619,41.74614364697842,-87.56250309461697,"(41.74614364697842, -87.56250309461697)",46
Vacant/Abandoned Building,15-05029387,09/24/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,2450,W,55TH,ST,60632,1160799.30989953,1868129.37240442,41.79383652631263,-87.68589501702566,"(41.79383652631263, -87.68589501702566)",63
Vacant/Abandoned Building,15-05024173,09/24/2015,Front,,Open,,Vacant,false,true,8542,S,BUFFALO,AVE,60617,1199623.47437712,1848957.54077962,41.74033732066565,-87.54417663105154,"(41.74033732066565, -87.54417663105154)",46
Vacant/Abandoned Building,15-05020269,09/24/2015,Front,,Open,FRONT,Vacant,false,true,5037,S,ELIZABETH,ST,60609,1168843.90991796,1871375.38310534,41.80257390573676,-87.65630220441562,"(41.80257390573676, -87.65630220441562)",61
Vacant/Abandoned Building,15-05021907,09/24/2015,,,,,,,,1750,E,84TH,ST,60617,1189056.73788853,1849621.57202441,41.74241886593567,-87.58287004221997,"(41.74241886593567, -87.58287004221997)",45
Vacant/Abandoned Building,15-05022195,09/24/2015,Rear,,Open,SIDE WINDOW,Vacant,false,true,7748,S,BURNHAM,AVE,60649,1196066.8875719,1854122.52317035,41.75459918924531,-87.5570365405621,"(41.75459918924531, -87.5570365405621)",43
Vacant/Abandoned Building,15-05025155,09/24/2015,Front,,Open,REAR BASEMENT DOOR,Vacant,false,false,6145,W,BARRY,AVE,60634,1134888.07758543,1919963.73440223,41.93657372519027,-87.77968573667471,"(41.93657372519027, -87.77968573667471)",19
Vacant/Abandoned Building,15-05011728,09/24/2015,Front,,Open,,Vacant,false,false,7216,S,HONORE,ST,60636,1165267.6103848,1856828.27707528,41.762731336608596,-87.66982973962496,"(41.762731336608596, -87.66982973962496)",67
Vacant/Abandoned Building,15-05026401,09/24/2015,Front,,Open,FRONT DOOR,Vacant,false,true,8607,S,JUSTINE,ST,60620,1167504.71519817,1847650.90791499,41.73749971313892,-87.66189286601495,"(41.73749971313892, -87.66189286601495)",71
Vacant/Abandoned Building,15-05026689,09/24/2015,,,,,,,,13501,S,BRANDON,AVE,60633,1199446.2805795,1816038.94451991,41.65001004126959,-87.54592840483961,"(41.65001004126959, -87.54592840483961)",55
Vacant/Abandoned Building,15-05013670,09/24/2015,Front,,Open,FRONT DOOR,Vacant,true,true,7228,S,PEORIA,ST,60621,1171556.18778148,1856913.90699916,41.76283089629826,-87.64677859410192,"(41.76283089629826, -87.64677859410192)",68
Vacant/Abandoned Building,15-05017423,09/24/2015,,,,,,,,4263,W,81ST,ST,60652,1149320.44209075,1850455.06626674,41.74556482597329,-87.72844357623309,"(41.74556482597329, -87.72844357623309)",70
Vacant/Abandoned Building,15-05014910,09/24/2015,Rear,,Open,FRONT,Vacant,false,true,7144,S,ST LAWRENCE,AVE,60619,1181471.97298168,1857779.26701147,41.76498261044385,-87.61040919756798,"(41.76498261044385, -87.61040919756798)",69
Vacant/Abandoned Building,15-05016956,09/24/2015,,,,,,,,7736,S,INDIANA,AVE,60619,1178933.57328535,1853761.46848461,41.75401549452833,-87.61983523333555,"(41.75401549452833, -87.61983523333555)",69
Vacant/Abandoned Building,15-05023636,09/24/2015,Front,,Open,,Vacant,false,false,1139,W,110TH,PL,60643,1170665.01900488,1831520.44312326,41.69316706184653,-87.65078287580411,"(41.69316706184653, -87.65078287580411)",75
Vacant/Abandoned Building,15-05027017,09/24/2015,,,,,,,,245,W,111TH,ST,60628,1176616.11121334,1831330.46681457,41.692514268074824,-87.62900045967663,"(41.692514268074824, -87.62900045967663)",49
Vacant/Abandoned Building,15-05028939,09/24/2015,Front,,Open,WINDOWS ON THE BACK AND SIDE OF THE BUILDING ARE BEING OPEN/BROKEN.,Vacant,false,true,4340,W,47TH,ST,60632,1148066.27032568,1873110.28521543,41.807758571598505,-87.73245912896532,"(41.807758571598505, -87.73245912896532)",57
Vacant/Abandoned Building,15-05030030,09/24/2015,Rear,,Open,ALL OVER,Vacant,false,true,8511,S,PARNELL,AVE,60620,1174114.8530135,1848406.41001086,41.73942883950944,-87.63765280960808,"(41.73942883950944, -87.63765280960808)",71
Vacant/Abandoned Building,15-05028659,09/24/2015,Front,,Open,WINDOWS AND DOORS ARE UNSECURED.,Vacant,false,true,4731,S,KEDVALE,AVE,60632,1149490.59611555,1872936.07697124,41.80725307350984,-87.72723952231546,"(41.80725307350984, -87.72723952231546)",57
Vacant/Abandoned Building,15-05045454,09/25/2015,Front,,Open,ALL AROUND,Vacant,false,true,5917,S,HERMITAGE,AVE,60636,1165692.9499076,1865453.3519159,41.78639065923444,-87.6680262394728,"(41.78639065923444, -87.6680262394728)",67
Vacant/Abandoned Building,15-05047833,09/25/2015,,,,,,,,5532,S,WINCHESTER,AVE,60636,1164302.09989404,1867885.55200762,41.79309434407272,-87.67305733260005,"(41.79309434407272, -87.67305733260005)",67
Vacant/Abandoned Building,15-05044633,09/25/2015,Garage,,Open,,Vacant,true,true,2033,W,68TH,PL,60636,1163986.46597242,1859228.69990573,41.76934545133883,-87.67445796455259,"(41.76934545133883, -87.67445796455259)",67
Vacant/Abandoned Building,15-05044733,09/25/2015,Front,,Open,,Vacant,true,true,2029,W,68TH,PL,60636,1164013.36597242,1859229.39990573,41.769346806709805,-87.67435934154379,"(41.769346806709805, -87.67435934154379)",67
Vacant/Abandoned Building,15-05045231,09/25/2015,Front,,Open,,Vacant,true,true,2025,W,68TH,PL,60636,1164040.26597242,1859230.09990573,41.7693481619961,-87.67426071853193,"(41.7693481619961, -87.67426071853193)",67
Vacant/Abandoned Building,15-05045626,09/25/2015,Front,,Open,,Vacant,true,true,2018,W,68TH,PL,60636,1164087.26597242,1859231.29990573,41.76935046651737,-87.67408840387259,"(41.76935046651737, -87.67408840387259)",67
Vacant/Abandoned Building,15-05045675,09/25/2015,Rear,,Open,DOOR,Vacant,true,true,2019,W,68TH,PL,60636,1164080.56597242,1859231.19990573,41.769350333025194,-87.67411296588125,"(41.769350333025194, -87.67411296588125)",67
Vacant/Abandoned Building,15-05045766,09/25/2015,Front,,Open,,Vacant,true,true,2017,W,68TH,PL,60636,1164093.96597242,1859231.49990573,41.76935087441801,-87.67406383905421,"(41.76935087441801, -87.67406383905421)",67
Vacant/Abandoned Building,15-05045812,09/25/2015,Front,,Open,,Vacant,true,true,2014,W,68TH,PL,60636,1164114.16597242,1859231.99990573,41.76935182157099,-87.67398978085242,"(41.76935182157099, -87.67398978085242)",67
Vacant/Abandoned Building,15-05045858,09/25/2015,Front,,Open,,Vacant,true,true,2011,W,68TH,PL,60636,1164134.26597242,1859232.59990573,41.76935304519381,-87.67391608639393,"(41.76935304519381, -87.67391608639393)",67
Vacant/Abandoned Building,15-05043098,09/25/2015,,,,,,,,535,N,LEAVITT,ST,60612,1161638.49022379,1903752.06579584,41.89157159807891,-87.68182688155771,"(41.89157159807891, -87.68182688155771)",24
Vacant/Abandoned Building,15-05046012,09/25/2015,Front,,Open,,Vacant,false,true,8524,S,ESCANABA,AVE,60617,1196964.74730575,1849009.78581092,41.74054717633656,-87.55391594867653,"(41.74054717633656, -87.55391594867653)",46
Vacant/Abandoned Building,15-05047285,09/25/2015,,,,,,,,817,E,90TH,PL,60619,1183240.19796564,1845144.5654284,41.730270678480835,-87.6043205668204,"(41.730270678480835, -87.6043205668204)",44
Vacant/Abandoned Building,15-05051938,09/25/2015,Rear,,Open,,Vacant,false,true,13408,S,BURLEY,AVE,60633,1199766.08660685,1816658.54847065,41.651702284314304,-87.54473760136403,"(41.651702284314304, -87.54473760136403)",55
Vacant/Abandoned Building,15-05050257,09/25/2015,Front,,Open,FRONT,Vacant,false,true,7544,S,SANGAMON,ST,60620,1171282.93009739,1854769.32762653,41.75695187944647,-87.64784276236253,"(41.75695187944647, -87.64784276236253)",71
Vacant/Abandoned Building,15-05053214,09/25/2015,Rear,,Boarded,,Vacant,false,false,13315,S,BURLEY,AVE,60633,1199763.28467469,1817276.42798107,41.65339788672676,-87.54472717196289,"(41.65339788672676, -87.54472717196289)",55
Vacant/Abandoned Building,15-05046368,09/25/2015,,,,,,,,417,W,77TH,ST,60620,1174789.07567633,1853875.11040817,41.75442065678866,-87.63501997170592,"(41.75442065678866, -87.63501997170592)",69
Vacant/Abandoned Building,15-05046659,09/25/2015,Front,,Open,,Vacant,false,false,13513,S,BURLEY,AVE,60633,1199773.54316701,1815959.83632568,41.649784750457975,-87.5447337050749,"(41.649784750457975, -87.5447337050749)",55
Vacant/Abandoned Building,15-05039483,09/25/2015,Front,,Open,FRONT,Vacant,false,false,1248,W,79TH,ST,60620,1169236.51002408,1852391.98928945,41.75047264604261,-87.65541119767427,"(41.75047264604261, -87.65541119767427)",71
Vacant/Abandoned Building,15-05055289,09/25/2015,Front,,Boarded,NONE,Vacant,false,false,7439,S,EBERHART,AVE,60619,1180863.84408952,1855797.5654669,41.759558617463895,-87.6126989951845,"(41.759558617463895, -87.6126989951845)",69
Vacant/Abandoned Building,15-05055334,09/25/2015,Front,,Open,FRONT & REAR,Vacant,false,true,7935,S,EBERHART,AVE,60619,1180949.97917283,1852502.08411841,41.75051347985832,-87.61248451243247,"(41.75051347985832, -87.61248451243247)",44
Vacant/Abandoned Building,15-05058802,09/25/2015,Rear,,Open,GARAGE,Vacant,false,true,7634,S,ST LAWRENCE,AVE,60619,1181556.59748339,1854522.15337864,41.75604279940201,-87.61019938310203,"(41.75604279940201, -87.61019938310203)",69
Vacant/Abandoned Building,15-05045697,09/25/2015,,,,,,,,7322,S,HARVARD,AVE,60621,1175224.23411019,1856397.44017453,41.76133252686506,-87.63335004672689,"(41.76133252686506, -87.63335004672689)",69
Vacant/Abandoned Building,15-05055765,09/25/2015,Front,,Open,FRONT & REAR,Vacant,false,true,7435,S,EBERHART,AVE,60619,1180863.14408952,1855824.4654669,41.75963245000921,-87.61270073477546,"(41.75963245000921, -87.61270073477546)",69
Vacant/Abandoned Building,15-05059622,09/25/2015,Front,,Open,FRONT DOOR,Vacant,false,false,10905,S,EGGLESTON,AVE,60628,1175226.11801214,1832591.96520961,41.69600708568854,-87.63405194490957,"(41.69600708568854, -87.63405194490957)",49
Vacant/Abandoned Building,15-05045996,09/25/2015,,,,,,,,2822,W,25TH,ST,60623,1157950.02027119,1887278.99569108,41.846443886397495,-87.69582224506904,"(41.846443886397495, -87.69582224506904)",30
Vacant/Abandoned Building,15-05043575,09/25/2015,Front,,Open,FRONT AND REAR DOORS,Vacant,false,true,11333,S,STEWART,AVE,60628,1175648.44910256,1829762.63781041,41.688233566664046,-87.63258991441714,"(41.688233566664046, -87.63258991441714)",49
Vacant/Abandoned Building,15-05045986,09/25/2015,Front,,Open,REAR,Vacant,false,true,6428,S,PAULINA,ST,60636,1166102.02708835,1862042.96293263,41.777023423324366,-87.66662330315884,"(41.777023423324366, -87.66662330315884)",67
Vacant/Abandoned Building,15-05049791,09/25/2015,Front,,Open,,Vacant,false,true,954,N,PULASKI,RD,60651,1149548.08631354,1906076.46359139,41.89819331684054,-87.72616920442132,"(41.89819331684054, -87.72616920442132)",23
Vacant/Abandoned Building,15-05043902,09/25/2015,,,,,,,,1859,S,LAWNDALE,AVE,60623,1151994.12529321,1890680.94022249,41.8558984778309,-87.71759071408266,"(41.8558984778309, -87.71759071408266)",29
Vacant/Abandoned Building,15-05046708,09/25/2015,,,,,,,,7351,W,BARRY,AVE,60707,1126451.6916137,1919796.81232482,41.936260990305485,-87.81069486148479,"(41.936260990305485, -87.81069486148479)",17
Vacant/Abandoned Building,15-05046366,09/25/2015,,,,,,,,2258,W,CERMAK,RD,60608,1161574.16988986,1889357.63351718,41.85207328773648,-87.68246394883246,"(41.85207328773648, -87.68246394883246)",31
Vacant/Abandoned Building,15-05070837,09/26/2015,Front,,Open,FRONT WINDOWS,Vacant,false,true,12401,S,HALSTED,ST,60628,1173243.46918537,1822630.38898738,41.66871486791721,-87.64160397103093,"(41.66871486791721, -87.64160397103093)",POINT (-87.64160397103093 41.66871486791721)
